V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41
'\'(-inf-13.833333]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(28.666667-43]\'','\'(-inf-16.5]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-16.5]\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(50-66.666667]\'','\'(-inf-16.166667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(-inf-15.333333]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(16.666667-33.333333]\'','\'(33.333333-50]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(79.166667-inf)\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(12.666667-25.333333]\'',5
'\'(-inf-13.833333]\'','\'(16.666667-33.333333]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(43-57.333333]\'','\'(-inf-16.5]\'','\'(50-66.666667]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-16.5]\'','\'(66.666667-83.333333]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(16.666667-33.333333]\'','\'(-inf-15.333333]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(63.333333-79.166667]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(12.666667-25.333333]\'',5
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(28.666667-43]\'','\'(-inf-16.5]\'','\'(50-66.666667]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(-inf-16.5]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-15.333333]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(16.666667-33.333333]\'','\'(50-66.666667]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(79.166667-inf)\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(38-50.666667]\'',5
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(-inf-14.333333]\'','\'(-inf-16.5]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(15.333333-30.666667]\'','\'(16.666667-33.333333]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(79.166667-inf)\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(12.666667-25.333333]\'',5
'\'(-inf-13.833333]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(43-57.333333]\'','\'(-inf-16.5]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(16.5-33]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(-inf-16.666667]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(-inf-15.333333]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(50-66.666667]\'','\'(33.333333-50]\'','\'(16.666667-33.333333]\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(79.166667-inf)\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(50-66.666667]\'','\'(12.666667-25.333333]\'',5
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(14.333333-28.666667]\'','\'(-inf-16.5]\'','\'(33.333333-50]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(-inf-16.166667]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(50-66.666667]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(16.666667-33.333333]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(79.166667-inf)\'','\'(50-66.666667]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(12.666667-25.333333]\'',5
'\'(-inf-13.833333]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(57.333333-71.666667]\'','\'(16.5-33]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(66-82.5]\'','\'(16.666667-33.333333]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(33.333333-50]\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(47.5-63.333333]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(-inf-12.666667]\'',5
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(57.333333-71.666667]\'','\'(49.5-66]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(82.5-inf)\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(33.333333-50]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(50-66.666667]\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(-inf-15.833333]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(-inf-12.666667]\'',5
'\'(-inf-13.833333]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(28.666667-43]\'','\'(33-49.5]\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(49.5-66]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(16.666667-33.333333]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(47.5-63.333333]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(12.666667-25.333333]\'',5
'\'(-inf-13.833333]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(57.333333-71.666667]\'','\'(-inf-16.5]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(16.666667-33.333333]\'','\'(50-66.666667]\'','\'(63.333333-79.166667]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(63.333333-inf)\'',5
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(-inf-14.333333]\'','\'(-inf-16.5]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(33-49.5]\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(66.666667-83.333333]\'','\'(50-66.666667]\'','\'(33.333333-50]\'','\'(33.333333-50]\'','\'(-inf-15.333333]\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(50-66.666667]\'','\'(31.666667-47.5]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(-inf-12.666667]\'',6
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-14.333333]\'','\'(-inf-16.5]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(50-66.666667]\'','\'(-inf-15.333333]\'','\'(66.666667-83.333333]\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(50-66.666667]\'','\'(50-66.666667]\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(47.5-63.333333]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-12.666667]\'',6
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(-inf-14.333333]\'','\'(16.5-33]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(33.333333-50]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(-inf-16.666667]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(33.333333-50]\'','\'(50-66.666667]\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(50-66.666667]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(31.666667-47.5]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(-inf-12.666667]\'',6
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-14.333333]\'','\'(-inf-16.5]\'','\'(16.666667-33.333333]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(16.666667-33.333333]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(50-66.666667]\'','\'(15.833333-31.666667]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(-inf-12.666667]\'',6
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-14.333333]\'','\'(-inf-16.5]\'','\'(33.333333-50]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(33.333333-50]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(50-66.666667]\'','\'(33.333333-50]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(31.666667-47.5]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-12.666667]\'',6
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-14.333333]\'','\'(-inf-16.5]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(33.333333-50]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(50-66.666667]\'','\'(33.333333-50]\'','\'(15.833333-31.666667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(25.333333-38]\'',6
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(-inf-14.333333]\'','\'(-inf-16.5]\'','\'(-inf-16.666667]\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(66.666667-83.333333]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(33.333333-50]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(33.333333-50]\'','\'(63.333333-79.166667]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(12.666667-25.333333]\'',6
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(-inf-14.333333]\'','\'(-inf-16.5]\'','\'(-inf-16.666667]\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(50-66.666667]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(16.666667-33.333333]\'','\'(79.166667-inf)\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(50.666667-63.333333]\'',6
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(33.333333-50]\'','\'(-inf-14.333333]\'','\'(-inf-16.5]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-15.333333]\'','\'(50-66.666667]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(63.333333-79.166667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(12.666667-25.333333]\'',6
'\'(-inf-13.833333]\'','\'(16.666667-33.333333]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-14.333333]\'','\'(-inf-16.5]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.5]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.166667]\'','\'(16.666667-33.333333]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(15.333333-30.666667]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(50-66.666667]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(31.666667-47.5]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(-inf-12.666667]\'',6
'\'(-inf-13.833333]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(28.666667-43]\'','\'(66-82.5]\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(82.5-inf)\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(80.833333-inf)\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(76.666667-inf)\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(-inf-15.833333]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-12.666667]\'',7
'\'(55.333333-69.166667]\'','\'(50-66.666667]\'','\'(50-66.666667]\'','\'(50-66.666667]\'','\'(57.333333-71.666667]\'','\'(49.5-66]\'','\'(50-66.666667]\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(66.666667-83.333333]\'','\'(-inf-16.5]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(48.5-64.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(50-66.666667]\'','\'(30.666667-46]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(83.333333-inf)\'','\'(33.333333-50]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(-inf-15.833333]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-12.666667]\'',7
'\'(13.833333-27.666667]\'','\'(50-66.666667]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(14.333333-28.666667]\'','\'(82.5-inf)\'','\'(66.666667-83.333333]\'','\'(16.666667-33.333333]\'','\'(66.666667-83.333333]\'','\'(66.666667-83.333333]\'','\'(66-82.5]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(32.333333-48.5]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(83.333333-inf)\'','\'(83.333333-inf)\'','\'(-inf-15.333333]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(50-66.666667]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(-inf-16.666667]\'','\'(-inf-16.666667]\'','\'(33.333333-50]\'','\'(83.333333-inf)\'','\'(-inf-16.666667]\'','\'(-inf-15.833333]\'','\'(-inf-16.666667]\'','\'(16.666667-33.333333]\'','\'(83.333333-inf)\'','\'(16.666667-33.333333]\'','\'(-inf-12.666667]\'',7
